name,mdmid
2140000001,1d9d559bde002000
2140000001,1d29b750c1002000
2140000001,1d29b74fc9002000
2140000001,1d9d559db2000000
2140000001,1d09c56bd9004000
2140000001,1d09c56b09806000
2140000001,1d9d559bde002000
2140000001,1d29b750c1002000
2140000001,1d29b74fc9002000
2140000001,1d9d559db2000000
2140000001,1d09c56bd9004000
2140000001,1d09c56b09806000
2140000001,1d9d559bde002000
2140000001,1d29b750c1002000
2140000001,1d9d559db2000000
2140000001,1d09c56bd9004000
2140000001,1d9d559bde002000
2140000001,1d9d559db2000000
2140000005,1d9d56342b004000
2140000005,1d29b80baf000000
2140000005,1d29b809f4002000
2140000005,1d9d56323c800000
2140000005,1d29b80d45002000
2140000005,1d29b80af3000000
2140000005,1d9d56342b004000
2140000005,1d29b80baf000000
2140000005,1d29b809f4002000
2140000005,1d9d56323c800000
2140000005,1d29b80d45002000
2140000005,1d29b80af3000000
2140000005,1d9d56342b004000
2140000005,1d29b80baf000000
2140000005,1d9d56323c800000
2140000005,1d29b80d45002000
2140000005,1d9d56323c800000
2140000005,1d9d56342b004000
2140000013,1d9d568d28802000
2140000013,1d29b88f6a804000
2140000013,1d9d569c8f804000
2140000013,1d29b89015000000
2140000013,1d29b88e82800000
2140000013,1d9d568e04004000
2140000013,1d29b89176002000
2140000013,1d9d569f0c804000
2140000013,1d29b89224000000
2140000013,1d29b890b6804000
2140000013,1daeb7180f004000
2140000013,1daeb719a7800000
2140000013,1d9d568d28802000
2140000013,1d29b88f6a804000
2140000013,1d9d569c8f804000
2140000013,1d29b89015000000
2140000013,1d29b88e82800000
2140000013,1d9d568e04004000
2140000013,1d29b89176002000
2140000013,1d9d569f0c804000
2140000013,1d29b89224000000
2140000013,1d29b890b6804000
2140000013,1daeb7180f004000
2140000013,1daeb719a7800000
2140000013,1d9d568d28802000
2140000013,1d29b88f6a804000
2140000013,1d9d569c8f804000
2140000013,1d29b89015000000
2140000013,1d29b88e82800000
2140000013,1d9d568d28802000
2140000013,1d29b88f6a804000
2140000013,1d9d569c8f804000
2140000013,1d29b89015000000
2140000013,1d9d568e04004000
2140000013,1d29b89176002000
2140000013,1d9d569f0c804000
2140000013,1d29b89224000000
2140000013,1d29b890b6804000
2140000013,1d9d568e04004000
2140000013,1d29b89176002000
2140000013,1d9d569f0c804000
2140000013,1d29b89224000000
2140000013,1d9d568d28802000
2140000013,1d9d568e04004000
2140000013,1daeb7180f004000
2140000013,1d9d569c8f804000
2140000013,1d9d569f0c804000
2140000013,1daeb719a7800000
2140000019,1d9d578d96802000
2140000019,1d29b99481802000
2140000019,1d9d578d96802000
2140000019,1d29b99481802000
2140000019,1d9d578d96802000
2140000025,1d09c7fc6a00e000
2140000025,1d09c8140f80e000
2140000025,1d09c8159b806000
2140000025,1d09c80121004000
2140000025,1d9d584d4a002000
2140000025,1d9d584e97800000
2140000025,1d9d584f5a004000
2140000025,1d9d585032800000
2140000025,1d9d585100802000
2140000025,1d9d5851db000000
2140000025,1d9d585307002000
2140000025,1d9d58547a800000
2140000025,1d9d585563000000
2140000025,1d9d584c8a802000
2140000025,1d09c7ffb4806000
2140000025,1d09c8165c804000
2140000025,1d09c7fe5b806000
2140000025,1d09c81351806000
2140000025,1d09c7faf3004000
2140000025,1d29bb1452004000
2140000025,1d29bb1516802000
2140000025,1d09c7fefc806000
2140000025,1d09c7fba9806000
2140000025,1d9d583e1a000000
2140000025,1d9d584025002000
2140000025,1d9d5842e0800000
2140000025,1d9d58459c804000
2140000025,1d9d583d01002000
2140000025,1d09c8007680e000
2140000025,1d09c7fdc780e000
2140000025,1d9d58493b004000
2140000025,1d9d584a0d802000
2140000025,1d9d584ada004000
2140000025,1d9d584bb8004000
2140000025,1d9d5847dd002000
2140000025,1d29ba767e800000
2140000025,1d29ba81df004000
2140000025,1d29ba83c0800000
2140000025,1d29ba84f4000000
2140000025,1d29ba85d9004000
2140000025,1d29ba8747802000
2140000025,1d29ba8848002000
2140000025,1d29ba890d800000
2140000025,1d29ba9898804000
2140000025,1d29ba9a4d804000
2140000025,1d29ba9b4a802000
2140000025,1d29ba9d30004000
2140000025,1d29ba9f59000000
2140000025,1d29baa03b800000
2140000025,1d29bab017004000
2140000025,1d29bab1c7804000
2140000025,1d29bab2cc802000
2140000025,1d29bab4bc800000
2140000025,1d29bab696002000
2140000025,1d29bab769804000
2140000025,1d29bab94f004000
2140000025,1d29babae3004000
2140000025,1d29babbb0804000
2140000025,1d29ba7d8a804000
2140000025,1d29ba77ad804000
2140000025,1d29babf89000000
2140000025,1d29bac36b802000
